"Gene","ModuleColor"
"GMEB2.12804.5.3",1
"ARHGAP30.12807.89.3",2
"CARHSP1.12808.103.3",1
"ZNF415.12811.55.3",1
"ACYP2.12812.25.3",2
"EHBP1.12813.18.3",1
"RNPC3.12814.17.3",1
"IARS1.12815.9.3",1
"GEM.12817.1.3",1
"SLC14A2.12818.159.3",1
"GRAP.12820.1.3",1
"NLRP10.12821.6.3",1
"APBB1.12822.34.3",1
"APPL1.12825.18.3",1
"SLC5A5.12826.5.3",1
"RGS3.12827.37.3",1
"SAP18.12830.4.3",2
"TESC.12831.21.3",1
"ASH2L.12832.10.3",1
"KCNF1.12834.3.3",1
"PYDC1.12835.101.3",1
"DUSP15.12838.28.3",1
"STX10.12842.43.3",1
"ZNF410.12843.6.3",1
"BAG4.12844.10.3",1
"SNX17.12845.18.3",2
"FBXL5.12846.3.3",1
"RNGTT.12847.27.3",1
"ARHGEF2.12848.9.3",2
"GSKIP.12849.25.3",1
"POLM.12851.5.3",1
"TMOD2.12853.112.3",1
"TEAD3.12854.3.3",1
"CASS4.12855.16.3",0
"TMEM237.12856.14.3",1
"ECI2.12859.33.3",1
"ARPP21.12860.7.3",1
"TMOD3.12861.13.3",2
"NEDD9.12862.14.3",1
"NIPAL4.12864.9.3",1
"DYNLT3.12867.40.3",1
"DDX6.12869.68.3",1
"TWF1.12871.10.3",2
"CNGA2.12872.35.3",1
"SPN.12873.11.3",1
"UBTD2.12875.28.3",1
"SPEF1.12876.39.3",1
"OSBPL11.12878.60.3",0
"RBL1.12879.5.3",1
"SV2A.12880.1.3",1
"RDH16.12881.17.3",1
"PARP11.12882.7.3",1
"NR1D2.12885.42.3",5
"SAP30.12888.18.3",1
"MICALL2.12891.1.3",1
"SYTL1.12892.10.3",1
"IFI16.12893.159.3",2
"PAXIP1.12894.3.3",1
"DGKB.12895.28.3",1
"CUBN.12904.180.3",1
"KRT17.12923.51.3",1
"AXIN2.12925.105.3",1
"NR3C2.12931.16.3",1
"ENOX1.12933.17.3",1
"HERC5.12934.1.3",1
"RLBP1.12936.38.3",0
"POLR1C.12939.1.3",1
"ALDH3B1.12940.35.3",2
"RAB18.12945.33.3",0
"PPARA.12954.71.3",1
"KIFBP.12956.40.3",3
"UQCRB.12957.62.3",1
"GCK.12960.9.3",1
"GPR107.12963.1.3",1
"CSRP2.12968.2.3",1
"STAU2.12970.35.3",0
"KRT20.12975.11.3",1
"SORBS3.12976.49.3",0
"RBM22.12980.31.3",1
"LIN7C.12986.12.3",1
"SRSF7.12987.12.3",1
"EWSR1.12988.49.3",1
"MAP3K3.12990.39.3",1
"CUL9.12991.49.3",1
"NPLOC4.12993.21.3",1
"LCN10.13007.66.3",1
"RPS10.13011.20.3",1
"PRKN.13013.41.3",0
"TP53I11.13022.20.3",1
"FRS2.13025.4.3",1
"CBX7.13027.20.3",1
"BECN1.13032.1.3",1
"PPP1R8.13039.1.3",1
"TRAF4.13041.47.3",1
"KCNA10.13042.7.3",1
"ATAD2.13043.157.3",1
"TSG101.13044.5.3",2
"SLC6A14.13053.6.3",0
"PSD.13055.53.3",1
"SLC6A16.13056.18.3",1
"RFK.13059.33.3",1
"GMFG.13062.4.3",0
"EDC4.13066.42.3",1
"PRKG1.13067.5.3",1
"CCS.13068.139.3",1
"ANP32A.13073.14.3",1
"FXR1.13076.4.3",1
"CETN2.13078.3.3",1
"UNC45A.13082.9.3",1
"VARS1.13083.18.3",1
"GLP1R.13085.18.3",1
"BTC.13088.397.3",1
"HIF1A.13089.6.3",1
"S100A6.13090.17.3",1
"SECTM1.13093.6.3",1
"RSPO3.13094.75.3",2
"REG1A.13095.51.3",1
"BCL2L2.13097.11.3",1
"VEGFD.13098.93.3",2
"SOST.13101.60.3",1
"FAM3D.13102.1.3",1
"CSH1.CSH2.13103.125.3",1
"EFNB1.13104.32.3",2
"SNAP25.13105.7.3",1
"LYPD3.13107.9.3",1
"NEGR1.13109.82.3",2
"BCL6.13111.79.3",0
"FSTL1.13112.179.3",1
"SPP1.13113.7.3",2
"LUM.13114.50.3",1
"CD177.13116.25.3",0
"SMOC1.13118.5.3",2
"SERPINA10.13119.26.3",1
"FLRT2.13122.19.3",2
"FLRT3.13123.3.3",2
"ISLR2.13124.20.3",2
"VTN.13125.45.3",4
"DSC2.13126.52.3",2
"LDLR.13129.40.3",1
"HK2.13130.150.3",2
"HK1.13131.5.3",0
"SEMA5A.13132.14.3",0
"LTBP4.13133.73.3",2
"MDM2.13228.75.3",1
"MDM4.13229.20.3",0
"IGHG2.13230.174.3",0
"IGHG4.13231.90.3",1
"WNT3A.13236.25.3",1
"SHANK1.13240.170.3",1
"SHANK3.13242.134.3",2
"WNT5A.13268.45.3",1
"DEFB113.13374.4.3",1
"SYNGR3.13375.48.3",0
"CYB561D1.13377.3.3",1
"C5orf63.13378.80.3",1
"B4GALT1.13381.49.3",2
"FH.13384.110.3",1
"RNF34.13386.248.3",1
"EHF.13387.55.3",0
"PCSK1.13388.57.3",2
"ATP1B1.13392.13.3",1
"DERL1.13393.46.3",1
"DEFB4A.13397.88.3",0
"RELL1.13399.33.3",1
"ETV5.13403.5.3",1
"SPINK2.13405.61.3",2
"RNF41.13411.21.3",1
"WFDC6.13412.5.3",1
"TMEM132D.13416.8.3",2
"TMEM167B.13421.17.3",1
"ENOX2.13422.66.3",1
"PRXL2A.13423.94.3",1
"MAN1C1.13427.66.3",2
"WFDC10A.13429.3.3",1
"SLC14A1.13430.50.3",1
"SHISAL2A.13431.74.3",1
"PARVA.13434.172.3",2
"IL20RB.13435.31.3",0
"MAZ.13436.54.3",1
"CHRD.13438.115.3",2
"IQCF3.13439.6.3",0
"DIXDC1.13441.30.3",1
"SPRN.13447.42.3",1
"SF3B4.13449.25.3",1
"USP8.13450.49.3",1
"FNDC4.13451.2.3",1
"SMIM13.13452.113.3",1
"MRPL33.13453.2.3",1
"ELF5.13457.33.3",2
"TOR4A.13459.30.3",1
"CHAD.13460.4.3",2
"PXDN.13463.1.3",1
"NRAC.13464.8.3",1
"RCAN1.13465.5.3",1
"NEURL4.13468.5.3",0
"PTH1R.13470.43.3",0
"HDHD2.13472.35.3",2
"ITPKA.13473.55.3",1
"GSTK1.13474.40.3",1
"UBE2D4.13475.10.3",1
"KIN.13476.16.3",1
"LTB4R.13477.65.3",1
"FAM171A2.13479.8.3",1
"TCEA2.13481.24.3",1
"CNOT1.13482.14.3",1
"COL1A1.13484.69.3",1
"TMEM87B.13485.20.3",0
"PKD2.13486.9.3",1
"UNC93B1.13487.24.3",0
"ARFIP1.13488.3.3",2
"MPP6.13490.1.3",1
"PDE6D.13491.40.3",1
"HSPA9.13492.44.3",1
"GRID1.13493.5.3",1
"CERS5.13494.6.3",1
"HCAR2.13495.48.3",1
"HMGCS1.13496.19.3",2
"EIF3J.13497.34.3",1
"MIOX.13498.1.3",1
"F8.13499.30.3",0
"SLC35G2.13501.10.3",1
"SLC26A11.13502.2.3",1
"ARL6IP5.13503.19.3",1
"DUS2.13506.10.3",1
"TRADD.13507.51.3",1
"SCAMP5.13509.5.3",1
"ATP2A3.13510.7.3",1
"SATB1.13511.29.3",0
"HNRNPR.13512.28.3",1
"PIAS3.13513.174.3",1
"RAB35.13514.121.3",1
"RPRD1A.13515.8.3",1
"EMC4.13516.46.3",1
"PTCHD3.13517.3.3",1
"ASAP2.13518.5.3",1
"ARHGEF25.13519.112.3",1
"VSNL1.13522.20.3",2
"HS6ST2.13524.25.3",1
"KCNG4.13525.17.3",1
"SSB.13526.5.3",1
"NAP1L2.13529.39.3",1
"UTS2R.13530.5.3",1
"CNEP1R1.13532.25.3",1
"MYOM2.13534.20.3",0
"CERT1.13535.2.3",1
"POLI.13536.56.3",1
"KCNN1.13539.131.3",1
"GPR26.13540.1.3",1
"MYCT1.13541.1.3",1
"ARHGAP45.13544.9.3",1
"EIF1AD.13545.97.3",0
"HTR7.13547.5.3",0
"PLPP4.13548.53.3",1
"ADAM29.13549.15.3",1
"SWAP70.13552.7.3",1
"DCUN1D3.13553.4.3",1
"REPIN1.13554.78.3",1
"HTR2A.13556.28.3",1
"NECTIN3.13557.3.3",1
"HTR6.13561.5.3",1
"ACBD7.13563.259.3",1
"RBL2.13565.2.3",1
"SSU72.13566.2.3",1
"DPYSL2.13567.1.3",1
"PSMD4.13568.30.3",1
"HDLBP.13570.43.3",5
"PSMD11.13572.43.3",1
"ARPC3.13573.5.3",1
"RND1.13574.50.3",1
"DVL2.13575.40.3",1
"U2AF2.13577.25.3",1
"ABLIM3.13578.98.3",1
"UAP1.13580.2.3",1
"APAF1.13583.19.3",1
"RACGAP1.13587.10.3",1
"ANXA9.13588.11.3",1
"APBB3.13589.10.3",1
"REXO2.13590.1.3",2
"PRIM1.13591.31.3",1
"GGA1.13594.158.3",2
"THTPA.13595.20.3",1
"RAB27B.13596.3.3",1
"RAB31.13597.20.3",1
"RABEPK.13599.15.3",1
"SNU13.13602.6.3",1
"RFESD.13603.7.3",1
"NEURL1.13604.27.3",1
"ANXA10.13605.16.3",1
"GTF2I.13609.11.3",1
"MAGEA10.13610.9.3",1
"CYTIP.13612.7.3",1
"AK5.13613.23.3",5
"CREBBP.13614.6.3",1
"NCK2.13615.60.3",1
"MAD1L1.13618.15.3",1
"GET3.13620.10.3",1
"AP2A2.13621.31.3",2
"PPP2R5A.13622.16.3",1
"KMT2D.13623.4.3",1
"NADK.13624.17.3",1
"SSB.13625.19.3",1
"GRB14.13628.58.3",1
"ATG4B.13629.25.3",0
"RBBP5.13631.1.3",1
"ZYX.13632.10.3",2
"PIR.13634.209.3",1
"NAP1L1.13636.20.3",1
"USO1.13639.101.3",2
"IFIT3.13642.90.3",1
"HGS.13644.30.3",2
"DHX38.13645.14.3",1
"KCNIP1.13650.11.3",1
"ZFP91.13651.54.3",0
"TOM1L1.13652.2.3",1
"MACROD1.13653.335.3",1
"ROCK2.13654.1.3",1
"NCL.13655.34.3",1
"PNKP.13657.2.3",1
"PDGFC.13658.31.3",1
"ATP13A1.13659.36.3",1
"PPP2R3A.13665.35.3",1
"CA10.13666.222.3",2
"FGFR3.13669.6.3",2
"ELANE.13671.40.3",3
"HSPA6.13672.3.3",1
"CCT7.13673.21.3",1
"INHBB.13676.46.3",2
"NAB2.13680.3.3",1
"CSNK2A2.13681.173.3",1
"CSF1R.13682.47.3",1
"CLCNKB.13683.18.3",5
"IL5RA.13686.2.3",1
"CAPSL.13688.2.3",1
"ODC1.13689.2.3",1
"SLC5A8.13691.10.3",1
"CCN4.13692.154.3",0
"CRLF2.13694.24.3",1
"GPD1.13697.51.3",1
"KIAA0319L.13698.28.3",1
"ANXA2.13700.10.3",3
"HMGCS2.13704.5.3",1
"CLTC.13711.10.3",1
"SEC22A.13713.164.3",1
"FCN2.13717.15.3",4
"PAK4.13719.19.3",1
"PRTN3.13720.95.3",1
"FGF19.13724.27.3",1
"CD80.13726.4.3",1
"SPOP.13727.44.3",1
"ERP29.13728.19.3",1
"SFXN5.13729.26.3",1
"IL12B.13733.5.3",1
"RAP1GAP.13735.1.3",1
"INHBA.13738.8.3",2
"FRZB.13740.51.3",1
"CUL4B.13743.56.3",1
"IL3RA.13744.37.3",2
"PKD2.13745.10.3",1
"CCL8.13748.4.3",1
"RMI1.13926.1.3",1
"CROT.13929.27.3",1
"APOBEC3G.13930.3.3",1
"PSMD9.13931.22.3",1
"ARHGEF7.13932.45.3",1
"NAB1.13933.276.3",1
"MCF2L.13934.3.3",1
"PGK2.13936.24.3",1
"CAND1.13937.75.3",2
"UGP2.13939.14.3",2
"IFI16.13940.19.3",3
"FARS2.13941.82.3",1
"SPSB1.13942.140.3",1
"DPY30.13943.38.3",2
"SULT1A3.13944.3.3",1
"DDX23.13946.8.3",1
"NUDT12.13947.371.3",0
"GABBR2.13948.50.3",1
"CERT1.13950.9.3",2
"GNPNAT1.13954.9.3",1
"DAPK1.13955.33.3",1
"RBM46.13958.5.3",1
"LAP3.13959.7.3",3
"AGAP3.13960.15.3",1
"KIF3A.13961.18.3",1
"TOLLIP.13963.7.3",2
"MYOM3.13966.30.3",1
"TXNRD1.13967.14.3",2
"KPNA6.13969.24.3",1
"HSD17B14.13972.4.3",1
"TTL.13973.62.3",1
"PPFIA1.13975.56.3",1
"ARHGEF1.13976.9.3",1
"BARD1.13977.28.3",1
"TBX3.13978.122.3",1
"SLC26A7.13979.3.3",1
"RGS18.13982.33.3",1
"CRYZ.13983.27.3",1
"DDX25.13984.23.3",2
"SMURF2.13985.12.3",1
"LANCL1.13986.6.3",1
"NMRAL1.13988.67.3",1
"PC.13990.1.3",1
"EIF4G3.13991.47.3",1
"NSF.13992.12.3",1
"EPB41L1.13993.20.3",3
"FBL.13994.1.3",1
"PPCDC.13996.16.3",1
"ADSS1.13998.26.3",3
"DOCK9.14002.18.3",1
"CHD7.14005.2.3",1
"GNMT.14006.36.3",1
"PAPSS1.14007.22.3",1
"DCP1A.14008.22.3",0
"TNFAIP3.14009.65.3",1
"S100A11.14011.17.3",1
"DHX58.14012.17.3",1
"TANK.14013.11.3",1
"EVPL.14019.73.3",1
"MED4.14021.81.3",1
"EDA.14024.196.3",1
"TNFRSF9.14025.18.3",1
"IL17F.14026.24.3",1
"PIK3C2A.14028.22.3",1
"COPS2.14029.42.3",1
"TACSTD2.14034.22.3",1
"TIAM1.14035.13.3",1
"MPDZ.14036.116.3",1
"RANBP3.14037.18.3",2
"KLK5.14039.33.3",1
"EEA1.14043.12.3",1
"NCOA2.14045.12.3",1
"BDNF.14047.78.3",1
"IL1RAP.14048.7.3",2
"FOXC2.14051.54.3",1
"UNC13A.14052.26.3",1
"IL15RA.14054.17.3",2
"CGA.14056.4.3",1
"NCF4.14060.67.3",5
"TNFSF11.14061.48.3",1
"OSM.14063.17.3",0
"CD5.14065.11.3",1
"MAGI2.14066.49.3",2
"PKP2.14067.6.3",1
"CA4.14069.61.3",1
"ITSN1.14070.56.3",1
"SHC2.14074.2.3",1
"CST4.14076.74.3",0
"IL18R1.14079.14.3",1
"TLN2.14082.56.3",1
"SEPHS1.14083.25.3",3
"IGFBP6.14088.38.3",1
"DEF6.14090.23.3",1
"CBR3.14091.42.3",1
"FLT3LG.14093.10.3",1
"HBEGF.14094.29.3",0
"KLRK1.14095.1.3",1
"CARS1.14098.28.3",1
"PSMA4.14099.20.3",1
"C1QC.14100.63.3",1
"CNTFR.14101.2.3",2
"RAP1GDS1.14106.46.3",1
"MTHFS.14107.1.3",1
"THBS2.14111.15.3",1
"RELT.14112.40.3",2
"PIANP.14114.18.3",2
"ADM.14115.34.3",1
"S100A4.14116.129.3",0
"RNF43.14120.2.3",1
"TNFRSF10D.14121.24.3",1
"ZNRF3.14122.132.3",0
"VSIR.14123.34.3",2
"EFNA2.14124.6.3",1
"IFNB1.14127.240.3",0
"IFNA10.14128.121.3",1
"IFNA7.14129.1.3",1
"EFNB2.14131.37.3",2
"HHLA2.14132.21.3",1
"IL1R2.14133.93.3",4
"AMIGO2.14134.49.3",2
"RXFP1.14135.3.3",0
"CD93.14136.234.3",1
"NRG4.14139.16.3",0
"H2BC21.14143.8.3",1
"H2AW.14144.3.3",1
"H3C1.14146.92.3",1
"IL36B.14149.9.3",0
"IL36A.14150.7.3",1
"ISG15.14151.4.3",1
"EFNA3.14153.8.3",2
"YWHAB.14156.33.3",2
"YWHAE.14157.21.3",1
"ANXA5.14158.17.3",1
"SCP2D1.14175.78.3",1
"CDKN3.14178.18.3",2
"RFFL.14186.13.3",1
"PDCL2.14192.31.3",1
"PRDM1.14197.2.3",5
"ANXA7.14203.3.3",3
"FOXJ2.14204.55.3",0
"HEXIM2.14205.6.3",1
"APBB1.14206.28.3",1
"RBP7.14208.3.3",1
"DDX46.14216.35.3",1
"BHMT2.14226.120.3",1
"MYL6B.14227.21.3",0
"MOCS3.14229.5.3",1
"HSPA1A.14237.1.3",4
"SNX7.14245.195.3",1
"DOK2.14246.50.3",1
"MID2.14249.68.3",1
"BLMH.14250.115.3",1
"PTPN4.14254.27.3",1
"NET1.14260.112.3",0
"SRXN1.14268.4.3",1
"RAB6B.14271.23.3",2
"PREP.14273.19.3",2
"RAB14.14283.12.3",1
"EIF2AK4.14284.23.3",5
"NFATC1.14286.2.3",1
"RAB5C.14287.6.3",1
"AGAP2.14291.53.3",1
"MBD1.14294.61.3",1
"HNRNPH1.14309.8.3",1
"PPIL2.14314.6.3",1
"VPS29.14318.1.3",1
"SMC3.14324.52.3",3
"UBE2E1.14326.4.3",1
"DIDO1.14329.4.3",1
"DYNLT1.14331.262.3",1
"RALA.14332.3.3",1
"RCVRN.14334.3.3",1
"TRAPPC3.14337.1.3",1
"DIPK1C.14341.8.3",1
"MSTN.14583.49.3",1
"GDF11.14587.16.3",1
"FAM210A.14593.152.3",1
"SEMA6C.14597.5.3",1
"STAB1.14599.18.3",1
"KIAA0040.14603.51.3",1
"NCMAP.14614.41.3",1
"ZNF382.14616.16.3",1
"VOPP1.14618.26.3",1
"ZNF526.14619.8.3",1
"SUMO3.14623.26.3",1
"CTCF.14624.51.3",1
"FBXO3.14628.72.3",0
"DUSP16.14631.22.3",1
"TMEM185A.14633.26.3",1
"LHCGR.14634.13.3",1
"RIDA.14636.25.3",2
"GSTA4.14645.253.3",1
"DNAJC17.14655.1.3",1
"MZF1.14662.6.3",1
"RNF8.14663.44.3",1
"SKIL.14670.1.3",1
"PACSIN3.14674.63.3",1
"EIF4B.14675.20.3",2
"CAPN2.14684.17.3",1
"AKT2.14685.17.3",1
"PLIN3.14687.6.3",1
"PTPN7.14688.6.3",1
"SEC13.14689.3.3",1
"ZNF276.14692.3.3",1
"VEGFD.14705.1.3",1
"C8G.14708.59.3",4
"CST6.14711.27.3",1
"AZU1.14713.46.3",1
"CRLF1.14747.9.3",1
"ARHGAP5.14748.31.3",1
"IGF2.15295.81.3",1
"S100A3.15297.3.3",5
"NETO1.15298.199.3",2
"MESD.15299.102.3",2
"CCDC134.15300.66.3",2
"ACRV1.15301.24.3",1
"S100A5.15303.63.3",1
"REG3A.15304.1.3",2
"SCGN.15305.7.3",2
"JCHAIN.15306.20.3",1
"VWC2.15308.108.3",1
"PRC1.15310.61.3",1
"AGO1.15312.14.3",1
"MAD2L1.15313.28.3",1
"CLIC4.15314.49.3",2
"CUTC.15315.64.3",1
"TXNL4B.15316.262.3",2
"S100A10.15318.75.3",3
"CCNA1.15319.226.3",1
"CPLX2.15321.8.3",2
"CRADD.15322.35.3",1
"AGO3.15323.112.3",1
"FTL.15324.58.3",2
"GAP43.15325.14.3",2
"GBP1.15326.64.3",2
"LAMTOR2.15329.167.3",1
"RBBP4.15331.47.3",3
"SDF2.15333.11.3",0
"SELENOM.15336.7.3",2
"CFL2.15339.32.3",2
"KNG1.15343.337.3",2
"IFNG.15346.31.3",0
"HPX.15347.12.3",1
"SCG5.15358.28.3",1
"ANKRD1.15361.37.3",0
"APOA5.15363.32.3",1
"APOC1.15364.101.3",1
"ADGRB3.15365.41.3",2
"BPIFB1.15367.38.3",4
"BMPER.15368.3.3",2
"BOLA1.15370.5.3",2
"BRD2.15372.43.3",1
"GKN1.15374.15.3",1
"CPB1.15375.49.3",2
"CTSE.15376.134.3",1
"DDR2.15381.45.3",1
"EDN3.15383.200.3",1
"KL.15384.15.3",0
"FABP2.15385.116.3",1
"FABP4.15386.7.3",1
"NRP2.15387.44.3",2
"FCGR3A.15388.24.3",0
"FXN.15389.1.3",1
"GAL.15390.3.3",5
"GAS6.15391.114.3",1
"UNC5B.15394.79.3",2
"GSTM1.15395.15.3",1
"GFER.15398.2.3",2
"ID1.15402.2.3",1
"ID2.15403.53.3",1
"IFNA21.15404.3.3",1
"IFNA4.15405.23.3",1
"BIRC7.15412.40.3",1
"LCAT.15413.3.3",1
"LDHA.15414.316.3",0
"LYG2.15416.54.3",1
"SERPINB5.15417.3.3",1
"MAPK10.15418.25.3",1
"MMP20.15419.15.3",1
"PMP2.15422.12.3",1
"NEU1.15426.5.3",1
"LOXL3.15427.35.3",2
"OPTC.15430.165.3",1
"OTC.15431.31.3",0
"OTOR.15432.1.3",0
"SRC.15433.4.3",3
"PNOC.15434.5.3",1
"PNP.15435.4.3",3
"RAMP1.15436.40.3",1
"RAMP3.15437.11.3",1
"RND3.15439.21.3",1
"PCSK2.15440.57.3",2
"GM2A.15441.6.3",2
"SERPINB4.15444.45.3",0
"NRG1.15446.25.3",1
"SORD.15447.45.3",1
"SQSTM1.15448.47.3",1
"TIMD4.15449.33.3",0
"NT5E.15452.5.3",2
"AMBP.15453.3.3",4
"ADAM15.15455.40.3",1
"ANPEP.15457.14.3",1
"DPP4.15460.9.3",1
"CD8A.15462.28.3",2
"CNPY4.15465.79.3",2
"COL9A1.15466.30.3",1
"CTHRC1.15467.10.3",1
"CFHR1.15468.14.3",1
"HEXB.15470.11.3",1
"PNLIPRP2.15471.29.3",0
"LRP11.15472.16.3",2
"PIN1.15474.7.3",2
"PLTP.15475.4.3",1
"REG3G.15476.6.3",0
"VNN2.15480.2.3",1
"CAMP.15481.45.3",1
"A2ML1.15482.12.3",1
"AGRN.15483.377.3",2
"AOC1.15486.126.3",0
"CES1.15487.164.3",0
"CD248.15491.20.3",2
"CRIM1.15492.1.3",1
"FGFBP1.15494.11.3",0
"FOLR3.15495.9.3",1
"HS3ST1.15497.9.3",1
"ATRN.15499.11.3",1
"LEFTY2.15503.15.3",1
"LEFTY2.15503.20.3",1
"BIRC7.15504.39.3",1
"LRP12.15506.34.3",1
"NAGLU.15509.2.3",1
"NPTXR.15511.37.3",2
"PRSS8.15513.108.3",1
"BCHE.15514.26.3",2
"SAA1.15515.2.3",0
"SAA4.15516.12.3",4
"CLSTN1.15521.4.3",1
"GLIPR2.15522.2.3",4
"ALAD.15523.9.3",1
"PGAM2.15524.30.3",2
"ADH1C.15525.294.3",3
"GSS.15526.33.3",2
"DLD.15527.90.3",2
"CSRP1.15529.33.3",1
"EPHB4.15530.33.3",2
"MSR1.15533.97.3",2
"MDH2.15534.26.3",1
"PRSS27.15535.3.3",2
"SLITRK1.15539.15.3",2
"VIM.15540.6.3",3
"CKMT1A.15542.19.3",2
"KLK14.15544.25.3",1
"PPP3R1.15545.13.3",1
"PHGDH.15548.35.3",1
"ACHE.15553.22.3",2
"AMY2B.15556.49.3",2
"ENPEP.15558.63.3",0
"ANTXR2.15559.5.3",4
"TCN2.15560.52.3",0
"GUSB.15562.24.3",2
"MUC16.15565.102.3",0
"CNN1.15566.10.3",1
"CD247.15567.2.3",1
"COL2A1.15569.15.3",1
"CR2.15570.99.3",4
"NCAN.15573.110.3",2
"CCNA2.15574.37.3",1
"RNASE3.15576.158.3",1
"ENPP6.15579.26.3",2
"EPHA7.15580.2.3",2
"FANK1.15581.16.3",0
"FCN1.15582.25.3",1
"FCRLB.15583.18.3",1
"CFHR2.15584.9.3",4
"FBLN5.15585.304.3",1
"FOLR2.15587.20.3",2
"GLA.15588.17.3",1
"GC.15589.1.3",1
"GPX1.15591.28.3",1
"HTRA1.15594.47.3",1
"HEXIM1.15596.7.3",1
"IL6R.15602.43.3",1
"ITGA2.15603.20.3",1
"MAPK9.15604.18.3",1
"KRT19.15606.19.3",2
"PKLR.15607.56.3",1
"RPS6KB1.15608.5.3",1
"LAP3.15610.72.3",1
"LIN7B.15612.5.3",1
"PNLIP.15613.16.3",4
"LILRA2.15614.168.3",2
"LILRB3.15615.8.3",0
"XCL2.15617.8.3",1
"MOG.15619.49.3",1
"NLGN1.15620.4.3",2
"OPCML.15622.13.3",2
"PDCD1.15623.1.3",1
"HSPG2.15626.223.3",2
"AKT1.15627.83.3",1
"PSG1.15631.18.3",1
"RBP4.15633.6.3",1
"SLIT1.15634.139.3",2
"SMOC2.15635.4.3",2
"SORCS1.15636.49.3",2
"SORCS3.15637.38.3",2
"TAGLN.15640.54.3",1
"TMEFF1.15641.20.3",2
"BTD.15644.1.3",1
"COL10A1.15653.9.3",1
"BMP2.15666.21.3",1
"BMP4.15667.39.3",1
"BMP8B.15668.19.3",1
"BRAF.15669.7.3",1
"C1QL2.15670.15.3",1
"CD79A.15674.3.3",1
"CEBPB.15675.3.3",1
"DKK2.15678.71.3",2
"INHBC.15686.49.3",1
"LMAN1.15688.30.3",1
"NODAL.15692.300.3",1
"PGR.15693.9.3",1
"TXLNA.15698.6.3",1
"GPT.16015.19.3",1
"CDH8.16021.30.3",1
"FLT4.16035.8.3",1
"SHC1.16043.30.3",1
"OLR1.16049.43.3",1
"CFHR5.16055.3.3",1
"IGF2R.16057.6.3",2
"NID2.16060.99.3",1
"WIF1.16070.7.3",2
"GRAP2.16074.12.3",1
"TEC.16079.2.3",5
"AKR1B10.16081.38.3",1
"EPHA4.16288.17.3",1
"GIP.16292.288.3",0
"GHRH.16293.1.3",1
"LGR5.16296.43.3",1
"ROBO4.16297.14.3",0
"PLA2G2D.16298.84.3",0
"TIGIT.16299.13.3",1
"TREM2.16300.4.3",1
"BPIFA2.16302.11.3",0
"LGR4.16304.6.3",1
"CDH11.16305.10.3",1
"UNC5D.16307.22.3",2
"BTLA.16308.14.3",5
"DKKL1.16309.30.3",1
"CDH6.16312.45.3",1
"FLT1.16315.105.3",1
"DSG3.16317.20.3",1
"ACVRL1.16318.12.3",1
"CD320.16320.139.3",2
"MZB1.16322.10.3",0
"NRXN3.16323.8.3",2
"TLR1.16324.38.3",1
"HMGA1.16536.3.3",1
"STAT5B.16551.14.3",1
"MYOC.16558.2.3",4
"A1BG.16561.9.3",1
"NUDT2.16583.8.3",2
"B3GNT4.16585.16.3",0
"CSN2.16587.1.3",5
"HSPA5.16588.10.3",2
"CHIA.16591.71.3",1
"FADD.16593.3.3",1
"FAIM.16594.44.3",1
"GLRX3.16596.25.3",0
"GLRX5.16597.11.3",1
"GPN1.16599.38.3",3
"C1QTNF9.16605.2.3",1
"AKR1B1.16606.85.3",2
"GSN.16607.78.3",1
"KIRREL2.16609.106.3",2
"LRP10.16610.13.3",2
"SDC3.16612.28.3",1
"CDH17.16613.3.3",4
"RSPO1.16614.27.3",1
"ENO3.16616.137.3",1
"CASP14.16617.14.3",1
"CD69.16618.7.3",1
"LY75.16620.26.3",1
"NAXE.16621.77.3",2
"INHBB.16746.12.3",1
"BMP3.16748.1.3",1
"GDF10.16749.79.3",1
"NPPB.16751.15.3",1
"COL6A2.16753.46.3",1
"CASK.16754.40.3",1
"GDF3.16755.195.3",1
"GDF7.16756.30.3",1
"HDGF.16758.96.3",1
"IL26.16760.2.3",1
"LECT2.16763.11.3",1
"PPBP.16765.52.3",1
"JUP.16768.3.3",1
"RAC3.16769.20.3",2
"REG1B.16770.3.3",4
"SCUBE3.16773.29.3",1
"HSPA1A.16780.6.3",1
"ENGASE.16781.2.3",1
"DEFA5.16785.45.3",1
"SIGLEC5.16792.4.3",0
"OCIAD1.16802.31.3",1
"CALB2.16803.4.3",2
"PDE5A.16805.5.3",1
"TNNT3.16807.35.3",1
"NME4.16809.1.3",1
"GDI1.16810.3.3",1
"FHL1.16814.13.3",1
"CDCP1.16818.200.3",1
"APOL3.16823.75.3",1
"ATXN3.16825.20.3",1
"COL6A1.16828.8.3",0
"DOK1.16831.7.3",1
"CFHR3.16836.1.3",0
"CFLAR.16837.20.3",5
"MPZL1.16845.15.3",2
"RAB3B.16847.39.3",1
"RGS5.16850.5.3",1
"SCO2.16851.50.3",1
"PDZK1.16852.10.3",1
"NMRK1.16853.5.3",0
"LSM4.16854.17.3",1
"MAPRE2.16856.79.3",1
"RAB2A.16857.2.3",2
"RCN3.16858.384.3",1
"SH3GLB1.16859.100.3",1
"NANP.16863.47.3",1
"TAF15.16865.62.3",1
"CDK16.16867.76.3",1
"GSTZ1.16872.248.3",1
"MAGOHB.16875.13.3",1
"MSRB2.16877.19.3",1
"PHPT1.16882.27.3",1
